player,nationality,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,position_fw,position_mf,position_df,team_coeff
Dele Alli,eng ENG,Tottenham,25,1996,10.0,8.0,657.0,7.3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.6,0.8,0.3,1.1,8.0,18.0,22.0,0.14,0.0,0.14,0.0,0.0,0.22,0.04,0.26,0.11,0.15,Matches,3.0,2.0,66.7,0.41,0.27,0.0,0.0,21.4,0.0,0.26,-0.6,-0.8,177.0,228.0,77.6,2353.0,563.0,105.0,124.0,84.7,45.0,53.0,84.9,10.0,20.0,50.0,0.4,-0.3,2.0,14.0,4.0,1.0,210.0,17.0,4.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.96,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,0.0,0.0,0.0,1.0,0.0,14.0,8.0,10.0,3.0,1.0,5.0,17.0,29.4,12.0,22.0,5.0,17.0,6.0,20.0,16.0,0.0,339.0,24.0,74.0,188.0,82.0,14.0,338.0,27.0,12.0,44.4,15.0,55.6,184.0,923.0,358.0,8.0,0.0,13.0,19.0,203.0,0.0,12.0,11.0,2.0,1.0,0.0,0.0,40.0,7.0,11.0,38.9,0,1,0,155.25
Dele Alli,eng ENG,Everton,25,1996,11.0,1.0,338.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.4,0.5,7.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,Matches,3.0,0.0,0.0,0.8,0.0,0.0,0.0,19.4,0.0,0.04,-0.1,-0.1,114.0,157.0,72.6,1696.0,434.0,63.0,81.0,77.8,34.0,45.0,75.6,9.0,12.0,75.0,0.4,-0.4,7.0,10.0,3.0,1.0,140.0,14.0,3.0,3.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,3.0,4.0,13.0,3.46,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.0,4.0,0.0,0.0,4.0,0.0,4.0,7.0,2.0,5.0,6.0,13.0,10.0,0.0,225.0,13.0,50.0,107.0,71.0,13.0,225.0,14.0,5.0,35.7,9.0,64.3,108.0,708.0,290.0,8.0,3.0,15.0,6.0,132.0,0.0,9.0,7.0,2.0,0.0,0.0,0.0,24.0,9.0,8.0,52.9,1,1,0,40.27
Miguel Almirón,py PAR,Newcastle Utd,27,1994,30.0,19.0,"1,716",19.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.7,1.7,0.9,2.6,44.0,46.0,85.0,0.05,0.0,0.05,0.05,0.05,0.09,0.05,0.14,0.09,0.14,Matches,32.0,7.0,21.9,1.68,0.37,0.03,0.14,19.6,0.0,0.05,-0.7,-0.7,402.0,511.0,78.7,5720.0,1254.0,229.0,264.0,86.7,118.0,149.0,79.2,23.0,38.0,60.5,0.6,-0.9,16.0,26.0,5.0,0.0,500.0,8.0,3.0,0.0,2.0,20.0,3.0,0.0,0.0,0.0,0.0,3.0,19.0,49.0,2.57,36.0,0.0,3.0,8.0,2.0,0.0,4.0,0.21,3.0,0.0,1.0,0.0,0.0,0.0,47.0,29.0,23.0,17.0,7.0,11.0,44.0,25.0,33.0,14.0,1.0,13.0,20.0,67.0,13.0,0.0,728.0,22.0,135.0,302.0,307.0,43.0,728.0,39.0,26.0,66.7,13.0,33.3,446.0,2959.0,1319.0,21.0,12.0,44.0,24.0,471.0,0.0,17.0,25.0,9.0,0.0,0.0,0.0,96.0,5.0,14.0,26.3,1,1,0,40.27
Marcos Alonso,es ESP,Chelsea,30,1990,28.0,25.0,"2,167",24.1,4.0,4.0,8.0,4.0,0.0,0.0,8.0,0.0,2.8,2.8,4.5,7.3,51.0,93.0,192.0,0.17,0.17,0.33,0.17,0.33,0.12,0.19,0.3,0.12,0.3,Matches,43.0,10.0,23.3,1.79,0.42,0.09,0.4,18.7,9.0,0.07,1.2,1.2,1142.0,1486.0,76.9,17781.0,5763.0,624.0,709.0,88.0,387.0,478.0,81.0,84.0,194.0,43.3,3.4,-0.5,43.0,67.0,34.0,15.0,1190.0,293.0,27.0,2.0,8.0,149.0,199.0,67.0,38.0,23.0,0.0,3.0,39.0,93.0,3.86,66.0,16.0,3.0,6.0,2.0,0.0,10.0,0.42,7.0,2.0,0.0,1.0,0.0,0.0,41.0,29.0,20.0,12.0,9.0,17.0,36.0,47.2,19.0,29.0,5.0,24.0,43.0,84.0,53.0,0.0,1791.0,72.0,451.0,626.0,730.0,69.0,1791.0,35.0,15.0,42.9,20.0,57.1,882.0,4325.0,2172.0,32.0,10.0,43.0,25.0,1037.0,0.0,25.0,28.0,3.0,0.0,1.0,0.0,139.0,40.0,28.0,58.8,0,0,1,185.0
Steven Alzate,co COL,Brighton,22,1998,9.0,5.0,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,3.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,1.0,1.0,100.0,0.22,0.22,0.0,0.0,16.1,0.0,0.07,-0.1,-0.1,204.0,233.0,87.6,3213.0,865.0,105.0,116.0,90.5,72.0,78.0,92.3,17.0,24.0,70.8,0.2,-0.2,2.0,18.0,1.0,0.0,230.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.34,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,5.0,1.0,4.0,7.0,57.1,3.0,2.0,1.0,1.0,10.0,20.0,10.0,0.0,292.0,14.0,79.0,165.0,50.0,3.0,292.0,8.0,6.0,75.0,2.0,25.0,148.0,650.0,330.0,7.0,1.0,8.0,3.0,177.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,39.0,4.0,8.0,33.3,0,1,0,40.27
Daniel Amartey,gh GHA,Leicester City,26,1994,28.0,23.0,"2,123",23.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.2,0.2,14.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,2.0,1.0,50.0,0.08,0.04,0.0,0.0,34.1,0.0,0.01,0.0,0.0,1399.0,1546.0,90.5,25246.0,8400.0,508.0,550.0,92.4,769.0,810.0,94.9,103.0,140.0,73.6,0.4,-0.2,4.0,71.0,1.0,0.0,1516.0,28.0,19.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,16.0,18.0,0.76,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,26.0,13.0,19.0,7.0,0.0,19.0,29.0,65.5,10.0,30.0,22.0,8.0,21.0,47.0,93.0,4.0,1752.0,246.0,872.0,832.0,52.0,6.0,1752.0,7.0,6.0,85.7,1.0,14.3,1133.0,5040.0,2786.0,12.0,1.0,7.0,1.0,1278.0,0.0,14.0,8.0,1.0,0.0,0.0,0.0,145.0,33.0,37.0,47.1,0,0,1,45.0
Joachim Andersen,dk DEN,Crystal Palace,25,1996,34.0,32.0,"2,916",32.4,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.7,2.4,14.0,100.0,4.0,0.0,0.09,0.09,0.0,0.09,0.02,0.05,0.07,0.02,0.07,Matches,8.0,3.0,37.5,0.25,0.09,0.0,0.0,15.3,1.0,0.08,-0.7,-0.7,1911.0,2351.0,81.3,44144.0,15836.0,410.0,480.0,85.4,1138.0,1224.0,93.0,349.0,604.0,57.8,1.9,1.3,20.0,151.0,11.0,2.0,2252.0,95.0,86.0,3.0,32.0,8.0,5.0,0.0,0.0,0.0,0.0,4.0,11.0,33.0,1.02,30.0,1.0,0.0,1.0,0.0,1.0,4.0,0.12,3.0,0.0,0.0,1.0,0.0,0.0,30.0,23.0,21.0,9.0,0.0,16.0,27.0,59.3,11.0,29.0,19.0,10.0,37.0,67.0,125.0,3.0,2614.0,425.0,1538.0,1005.0,80.0,32.0,2614.0,9.0,7.0,77.8,2.0,22.2,1604.0,8191.0,4478.0,5.0,2.0,8.0,8.0,1865.0,0.0,19.0,8.0,1.0,0.0,0.0,1.0,152.0,56.0,48.0,53.8,0,0,1,40.27
Michail Antonio,jm JAM,West Ham,31,1990,36.0,34.0,"2,971",33.0,10.0,8.0,18.0,10.0,0.0,1.0,8.0,1.0,10.8,10.2,6.0,16.2,77.0,46.0,246.0,0.3,0.24,0.55,0.3,0.55,0.33,0.18,0.51,0.31,0.49,Matches,82.0,27.0,32.9,2.48,0.82,0.12,0.37,14.9,0.0,0.12,-0.8,-0.2,438.0,702.0,62.4,6545.0,1294.0,252.0,324.0,77.8,121.0,192.0,63.0,37.0,63.0,58.7,5.0,2.0,45.0,24.0,27.0,12.0,675.0,20.0,2.0,4.0,9.0,63.0,16.0,0.0,0.0,0.0,0.0,7.0,39.0,97.0,2.94,65.0,1.0,11.0,11.0,9.0,0.0,17.0,0.51,10.0,0.0,1.0,4.0,2.0,0.0,23.0,17.0,5.0,9.0,9.0,7.0,18.0,38.9,11.0,19.0,1.0,18.0,3.0,26.0,13.0,0.0,1095.0,17.0,59.0,398.0,663.0,159.0,1094.0,93.0,50.0,53.8,43.0,46.2,681.0,4270.0,1921.0,46.0,35.0,136.0,72.0,885.0,1.0,50.0,52.0,13.0,0.0,0.0,0.0,90.0,79.0,112.0,41.4,1,0,0,70.5
Cameron Archer,eng ENG,Aston Villa,20,2001,3.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,1.0,0.0,0.0,3.33,0.0,0.0,0.0,12.6,0.0,0.04,0.0,0.0,4.0,4.0,100.0,62.0,29.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,3.0,7.0,1.0,11.0,1.0,0.0,0.0,1.0,100.0,7.0,44.0,10.0,1.0,0.0,1.0,2.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,1,1,0,53.25
Alphonse Areola,fr FRA,West Ham,28,1993,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,40.0,52.5,785.0,656.0,2.0,2.0,100.0,8.0,8.0,100.0,11.0,30.0,36.7,0.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,40.0,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,20.0,85.0,41.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,70.5
