team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90
Liverpool,30.0,26.3,61.3,38.0,418.0,"3,420",38.0,80.0,60.0,140.0,74.0,6.0,9.0,69.0,5.0,87.8,80.4,63.7,144.1,924.0,2110.0,2.11,1.58,3.68,1.95,3.53,2.31,1.68,3.98,2.12,3.79,38.0,38.0,"3,420",41.0,1.08,147.0,108.0,72.8,24.0,10.0,4.0,10.0,26.3,1.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,40.0,0.27,+1.0,+0.03,92.0,285.0,32.3,1348.0,192.0,17.0,24.7,228.0,24.6,27.5,376.0,18.0,4.8,46.0,1.21,17.7,781.0,263.0,33.7,20.55,6.92,0.09,0.28,17.2,18.0,0.11,-7.8,-6.4,20376.0,24379.0,83.6,346550.0,118702.0,9656.0,10641.0,90.7,8627.0,9763.0,88.4,1637.0,2814.0,58.2,55.6,-3.7,598.0,1666.0,506.0,80.0,22490.0,1789.0,440.0,102.0,145.0,817.0,755.0,287.0,86.0,171.0,2.0,100.0,371.0,1388.0,36.53,1045.0,116.0,66.0,101.0,43.0,17.0,131.0,3.45,96.0,8.0,9.0,10.0,7.0,1.0,677.0,418.0,274.0,290.0,113.0,341.0,768.0,44.4,427.0,475.0,108.0,367.0,292.0,969.0,583.0,19.0,28764.0,2193.0,7390.0,13756.0,7869.0,1422.0,28755.0,737.0,331.0,44.9,331.0,44.9,17894.0,92424.0,48244.0,694.0,295.0,574.0,407.0,20230.0,2091.0,2.0,463.0,376.0,100.0,8.0,1.0,2.0,2034.0,583.0,441.0,56.9,90.0,100.0,82.0,248.0,166.0,20.0,176.0,2.16,86.0,41.0,+45,+1.18,87.8,45.7,+42.0,+1.11
Luton Town,28.0,26.7,42.4,38.0,418.0,"3,420",38.0,49.0,33.0,82.0,44.0,5.0,5.0,71.0,0.0,42.4,38.6,29.5,68.2,675.0,1113.0,1.29,0.87,2.16,1.16,2.03,1.12,0.78,1.89,1.02,1.79,38.0,38.0,"3,420",85.0,2.24,223.0,142.0,63.7,6.0,8.0,24.0,2.0,5.3,4.0,4.0,0.0,0.0,0.0,0.0,13.0,4.0,77.7,0.34,-3.3,-0.09,274.0,814.0,33.7,1122.0,151.0,52.4,50.8,349.0,64.8,46.8,561.0,16.0,2.9,77.0,2.03,19.0,427.0,134.0,31.4,11.24,3.53,0.1,0.33,16.3,11.0,0.09,+6.6,+5.4,11048.0,15099.0,73.2,201475.0,81352.0,4969.0,5784.0,85.9,4443.0,5431.0,81.8,1289.0,2879.0,44.8,27.5,+3.5,315.0,835.0,250.0,90.0,13156.0,1876.0,498.0,22.0,111.0,841.0,703.0,203.0,93.0,101.0,5.0,67.0,413.0,749.0,19.71,504.0,73.0,59.0,55.0,46.0,12.0,81.0,2.13,46.0,7.0,6.0,16.0,6.0,0.0,654.0,368.0,330.0,236.0,88.0,299.0,616.0,48.5,317.0,493.0,183.0,310.0,325.0,979.0,916.0,21.0,19655.0,2630.0,7028.0,7905.0,4964.0,780.0,19650.0,771.0,354.0,45.9,331.0,42.9,10069.0,59965.0,29815.0,480.0,169.0,580.0,385.0,10911.0,1094.0,0.0,443.0,448.0,67.0,2.0,4.0,4.0,1868.0,635.0,631.0,50.2,90.0,100.0,82.0,260.0,158.0,20.0,184.0,0.68,52.0,85.0,-33,-0.87,42.4,78.0,-35.5,-0.94
Manchester City,25.0,26.6,65.2,38.0,418.0,"3,420",38.0,94.0,69.0,163.0,85.0,9.0,10.0,53.0,2.0,80.5,72.9,60.2,133.1,1127.0,2060.0,2.47,1.82,4.29,2.24,4.05,2.12,1.58,3.7,1.92,3.5,38.0,38.0,"3,420",34.0,0.89,109.0,76.0,71.6,28.0,7.0,3.0,13.0,34.2,3.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,36.2,0.31,+3.2,+0.08,142.0,314.0,45.2,1342.0,161.0,19.7,27.9,158.0,31.0,31.9,312.0,31.0,9.9,63.0,1.66,16.8,683.0,264.0,38.7,17.97,6.95,0.12,0.32,17.1,25.0,0.11,+13.5,+12.1,24616.0,27758.0,88.7,394064.0,112270.0,12895.0,13721.0,94.0,9449.0,10306.0,91.7,1652.0,2498.0,66.1,62.1,+8.8,545.0,1890.0,484.0,65.0,26136.0,1580.0,460.0,85.0,133.0,700.0,604.0,286.0,114.0,66.0,7.0,42.0,383.0,1259.0,33.13,991.0,65.0,65.0,67.0,54.0,17.0,169.0,4.45,125.0,5.0,14.0,10.0,13.0,2.0,517.0,305.0,183.0,221.0,113.0,222.0,458.0,48.5,236.0,353.0,75.0,278.0,233.0,750.0,457.0,17.0,31414.0,2162.0,7012.0,14348.0,10260.0,1466.0,31404.0,731.0,377.0,51.6,282.0,38.6,20210.0,105397.0,58071.0,867.0,415.0,441.0,356.0,24343.0,2032.0,1.0,289.0,410.0,42.0,8.0,3.0,1.0,1734.0,325.0,288.0,53.0,90.0,100.0,85.0,301.0,115.0,19.0,221.0,2.39,96.0,34.0,+62,+1.63,80.5,35.6,+44.9,+1.18
Manchester Utd,31.0,26.1,50.6,38.0,418.0,"3,420",38.0,57.0,36.0,93.0,51.0,6.0,7.0,83.0,1.0,56.5,51.0,40.1,91.0,758.0,1479.0,1.5,0.95,2.45,1.34,2.29,1.49,1.06,2.54,1.34,2.4,38.0,38.0,"3,420",58.0,1.53,203.0,146.0,74.9,18.0,6.0,14.0,9.0,23.7,7.0,7.0,0.0,0.0,0.0,1.0,11.0,1.0,59.7,0.27,+2.7,+0.07,149.0,513.0,29.0,1184.0,140.0,35.4,31.2,329.0,28.6,26.0,601.0,42.0,7.0,37.0,0.97,12.9,543.0,182.0,33.5,14.29,4.79,0.09,0.28,17.4,15.0,0.1,+0.5,0.0,15785.0,19538.0,80.8,260507.0,91226.0,7892.0,8866.0,89.0,5965.0,6943.0,85.9,1355.0,2517.0,53.8,34.6,-4.1,434.0,1202.0,338.0,50.0,17784.0,1663.0,371.0,73.0,99.0,594.0,643.0,224.0,70.0,86.0,10.0,91.0,372.0,989.0,26.03,743.0,79.0,55.0,52.0,38.0,22.0,98.0,2.58,68.0,4.0,8.0,7.0,6.0,5.0,676.0,409.0,334.0,240.0,102.0,349.0,715.0,48.8,366.0,534.0,207.0,327.0,313.0,989.0,884.0,12.0,23998.0,2938.0,8197.0,9856.0,6146.0,1025.0,23991.0,697.0,311.0,44.6,303.0,43.5,13979.0,75358.0,39599.0,523.0,274.0,484.0,342.0,15597.0,1468.0,1.0,401.0,340.0,91.0,6.0,7.0,1.0,1851.0,436.0,450.0,49.2,90.0,100.0,84.0,266.0,153.0,17.0,189.0,1.58,57.0,58.0,-1,-0.03,56.5,68.9,-12.5,-0.33
Newcastle Utd,32.0,27.2,52.2,38.0,418.0,"3,420",38.0,83.0,55.0,138.0,75.0,8.0,9.0,79.0,1.0,76.0,69.0,51.3,120.3,737.0,1557.0,2.18,1.45,3.63,1.97,3.42,2.0,1.35,3.35,1.82,3.17,38.0,38.0,"3,420",62.0,1.63,195.0,133.0,70.3,18.0,6.0,14.0,10.0,26.3,5.0,4.0,1.0,0.0,20.0,1.0,8.0,1.0,61.1,0.29,+0.1,0.0,100.0,301.0,33.2,803.0,236.0,18.8,36.3,281.0,53.4,40.5,449.0,30.0,6.7,53.0,1.39,19.5,542.0,196.0,36.2,14.26,5.16,0.14,0.38,15.7,9.0,0.13,+7.0,+6.0,16117.0,19852.0,81.2,274265.0,96401.0,7681.0,8623.0,89.1,6722.0,7757.0,86.7,1358.0,2504.0,54.2,43.5,+3.7,424.0,1107.0,380.0,76.0,18026.0,1767.0,515.0,85.0,133.0,648.0,679.0,192.0,75.0,60.0,9.0,59.0,364.0,983.0,25.87,713.0,69.0,72.0,67.0,46.0,16.0,144.0,3.79,90.0,7.0,18.0,13.0,13.0,3.0,661.0,391.0,316.0,254.0,91.0,302.0,681.0,44.3,379.0,497.0,151.0,346.0,285.0,946.0,682.0,16.0,24004.0,2447.0,8084.0,10144.0,6004.0,1094.0,23996.0,730.0,355.0,48.6,288.0,39.5,13650.0,73461.0,36585.0,507.0,243.0,506.0,400.0,15994.0,1545.0,1.0,386.0,469.0,59.0,9.0,5.0,1.0,1836.0,453.0,418.0,52.0,90.0,100.0,83.0,272.0,149.0,19.0,193.0,1.58,85.0,62.0,+23,+0.61,76.0,61.4,+14.6,+0.38
Nott'ham Forest,33.0,25.7,40.6,38.0,418.0,"3,420",38.0,49.0,43.0,92.0,48.0,1.0,1.0,82.0,3.0,49.9,49.1,37.9,87.0,601.0,1141.0,1.29,1.13,2.42,1.26,2.39,1.31,1.0,2.31,1.29,2.29,38.0,38.0,"3,420",67.0,1.76,163.0,98.0,61.3,9.0,9.0,20.0,4.0,10.5,4.0,4.0,0.0,0.0,0.0,1.0,15.0,2.0,47.0,0.27,-18.0,-0.47,229.0,519.0,44.1,818.0,171.0,42.5,35.7,304.0,56.3,41.4,610.0,44.0,7.2,24.0,0.63,13.3,450.0,143.0,31.8,11.84,3.76,0.11,0.34,17.2,7.0,0.11,-0.9,-1.1,11877.0,15679.0,75.8,210025.0,83097.0,5510.0,6417.0,85.9,4760.0,5855.0,81.3,1265.0,2493.0,50.7,27.8,+5.1,325.0,905.0,244.0,61.0,13975.0,1627.0,409.0,53.0,83.0,595.0,661.0,148.0,80.0,55.0,0.0,77.0,315.0,783.0,20.61,566.0,67.0,49.0,56.0,32.0,13.0,90.0,2.37,70.0,5.0,7.0,3.0,3.0,2.0,728.0,430.0,437.0,219.0,72.0,326.0,609.0,53.5,283.0,489.0,168.0,321.0,331.0,1059.0,968.0,13.0,20126.0,2493.0,7339.0,8320.0,4686.0,785.0,20125.0,604.0,275.0,45.5,268.0,44.4,10217.0,54749.0,29182.0,394.0,155.0,527.0,286.0,11784.0,1123.0,2.0,428.0,371.0,77.0,1.0,4.0,2.0,1807.0,584.0,557.0,51.2,90.0,100.0,83.0,257.0,158.0,18.0,182.0,0.95,49.0,67.0,-18,-0.47,49.9,53.3,-3.4,-0.09
Sheffield Utd,35.0,25.7,35.8,38.0,418.0,"3,420",38.0,31.0,18.0,49.0,26.0,5.0,5.0,101.0,5.0,38.3,34.5,25.8,60.3,346.0,884.0,0.82,0.47,1.29,0.68,1.16,1.01,0.68,1.69,0.91,1.59,38.0,38.0,"3,420",104.0,2.74,263.0,166.0,62.4,3.0,7.0,28.0,1.0,2.6,7.0,5.0,0.0,2.0,0.0,0.0,12.0,7.0,85.1,0.31,-11.9,-0.31,270.0,817.0,33.0,989.0,126.0,55.2,41.2,352.0,77.0,53.9,661.0,39.0,5.9,56.0,1.47,14.4,360.0,117.0,32.5,9.47,3.08,0.07,0.22,17.4,8.0,0.1,-7.3,-8.5,9531.0,13509.0,70.6,169894.0,71337.0,4492.0,5357.0,83.9,3739.0,4696.0,79.6,1042.0,2626.0,39.7,21.0,-7.8,257.0,701.0,198.0,48.0,11764.0,1681.0,380.0,26.0,52.0,428.0,666.0,141.0,70.0,47.0,6.0,64.0,322.0,601.0,15.82,425.0,59.0,39.0,45.0,22.0,11.0,48.0,1.26,32.0,2.0,4.0,6.0,3.0,1.0,709.0,405.0,375.0,248.0,86.0,299.0,635.0,47.1,336.0,514.0,180.0,334.0,348.0,1057.0,1042.0,18.0,17951.0,2817.0,7156.0,7145.0,3830.0,646.0,17946.0,581.0,251.0,43.2,286.0,49.2,8332.0,43412.0,20412.0,287.0,128.0,489.0,322.0,9458.0,875.0,3.0,423.0,318.0,64.0,3.0,7.0,7.0,1637.0,586.0,694.0,45.8,90.0,100.0,81.0,263.0,152.0,23.0,188.0,0.42,35.0,104.0,-69,-1.82,38.3,76.6,-38.3,-1.01
Tottenham,29.0,25.2,61.6,38.0,418.0,"3,420",38.0,69.0,58.0,127.0,67.0,2.0,2.0,92.0,4.0,68.2,66.7,57.4,124.1,957.0,2107.0,1.82,1.53,3.34,1.76,3.29,1.79,1.51,3.31,1.75,3.27,38.0,38.0,"3,420",61.0,1.61,167.0,109.0,67.7,20.0,6.0,12.0,7.0,18.4,7.0,7.0,0.0,0.0,0.0,1.0,8.0,3.0,60.0,0.32,+2.0,+0.05,53.0,225.0,23.6,1308.0,193.0,14.9,24.0,256.0,11.7,19.4,511.0,33.0,6.5,81.0,2.13,17.1,582.0,207.0,35.6,15.32,5.45,0.12,0.32,16.5,11.0,0.12,+0.8,+0.3,20649.0,24197.0,85.3,326221.0,111380.0,10630.0,11617.0,91.5,8361.0,9345.0,89.5,1089.0,1905.0,57.2,52.1,+0.6,460.0,1588.0,454.0,65.0,22167.0,1947.0,636.0,91.0,59.0,710.0,723.0,234.0,93.0,70.0,1.0,83.0,480.0,1053.0,27.71,818.0,60.0,60.0,61.0,31.0,23.0,122.0,3.21,96.0,7.0,7.0,5.0,3.0,4.0,724.0,451.0,335.0,264.0,125.0,360.0,691.0,52.1,331.0,445.0,132.0,313.0,355.0,1079.0,707.0,24.0,28529.0,2791.0,8520.0,12260.0,8010.0,1316.0,28527.0,812.0,359.0,44.2,363.0,44.7,18087.0,92824.0,46598.0,634.0,349.0,559.0,375.0,20484.0,2097.0,2.0,425.0,510.0,83.0,2.0,7.0,3.0,1907.0,359.0,388.0,48.1,90.0,100.0,82.0,244.0,170.0,19.0,170.0,1.74,74.0,61.0,+13,+0.34,68.2,63.4,+4.8,+0.13
West Ham,26.0,28.3,41.1,38.0,418.0,"3,420",38.0,58.0,40.0,98.0,54.0,4.0,5.0,82.0,3.0,52.3,48.4,34.8,83.2,556.0,1207.0,1.53,1.05,2.58,1.42,2.47,1.38,0.92,2.29,1.27,2.19,38.0,38.0,"3,420",74.0,1.95,241.0,169.0,72.6,14.0,10.0,14.0,5.0,13.2,10.0,8.0,2.0,0.0,20.0,0.0,6.0,4.0,72.0,0.26,+2.0,+0.05,210.0,553.0,38.0,793.0,188.0,46.8,39.0,307.0,59.3,43.4,582.0,35.0,6.0,8.0,0.21,7.6,445.0,146.0,32.8,11.71,3.84,0.12,0.37,16.2,17.0,0.11,+5.7,+5.6,12568.0,16373.0,76.8,219336.0,85575.0,6043.0,6856.0,88.1,4817.0,5751.0,83.8,1330.0,2718.0,48.9,30.8,+5.2,305.0,979.0,225.0,71.0,14568.0,1734.0,429.0,60.0,158.0,661.0,721.0,165.0,93.0,61.0,0.0,71.0,411.0,782.0,20.58,518.0,91.0,58.0,43.0,47.0,25.0,104.0,2.74,70.0,11.0,8.0,8.0,4.0,3.0,684.0,426.0,350.0,254.0,80.0,307.0,607.0,50.6,300.0,487.0,180.0,307.0,361.0,1045.0,906.0,9.0,20875.0,2605.0,7301.0,9100.0,4692.0,750.0,20869.0,745.0,353.0,47.4,321.0,43.1,11184.0,60658.0,28802.0,369.0,168.0,515.0,397.0,12459.0,1192.0,3.0,390.0,392.0,71.0,4.0,10.0,4.0,1817.0,576.0,570.0,50.3,90.0,100.0,85.0,307.0,109.0,17.0,233.0,1.37,60.0,74.0,-14,-0.37,52.3,71.1,-18.8,-0.49
Wolves,27.0,26.6,48.9,38.0,418.0,"3,420",38.0,47.0,36.0,83.0,43.0,4.0,4.0,102.0,4.0,46.7,43.6,31.8,75.4,671.0,1180.0,1.24,0.95,2.18,1.13,2.08,1.23,0.84,2.07,1.15,1.98,38.0,38.0,"3,420",65.0,1.71,203.0,139.0,71.9,13.0,7.0,18.0,5.0,13.2,8.0,8.0,0.0,0.0,0.0,1.0,7.0,1.0,71.7,0.32,+7.7,+0.20,100.0,480.0,20.8,933.0,199.0,34.3,33.8,305.0,52.5,40.0,572.0,45.0,7.9,31.0,0.82,13.3,425.0,153.0,36.0,11.18,4.03,0.1,0.28,16.7,12.0,0.11,+0.3,-0.6,15484.0,19175.0,80.8,255933.0,84649.0,7694.0,8577.0,89.7,6100.0,7016.0,86.9,1218.0,2527.0,48.2,27.6,+4.2,316.0,910.0,239.0,61.0,17409.0,1688.0,439.0,49.0,125.0,578.0,684.0,156.0,75.0,41.0,15.0,78.0,333.0,743.0,19.55,519.0,67.0,53.0,47.0,42.0,15.0,81.0,2.13,52.0,7.0,7.0,6.0,7.0,2.0,739.0,430.0,415.0,247.0,77.0,312.0,607.0,51.4,295.0,506.0,173.0,333.0,284.0,1023.0,828.0,16.0,23487.0,2823.0,8674.0,10264.0,4804.0,739.0,23483.0,823.0,415.0,50.4,324.0,39.4,13055.0,71341.0,36731.0,519.0,168.0,536.0,389.0,15352.0,1163.0,2.0,476.0,405.0,78.0,4.0,8.0,1.0,1885.0,441.0,491.0,47.3,90.0,100.0,83.0,268.0,146.0,20.0,196.0,1.21,50.0,65.0,-15,-0.39,46.7,67.7,-21.0,-0.55
